frame,time_seconds,track_id,u,v,bbox_x1,bbox_y1,bbox_x2,bbox_y2,score
1098,18.300000,0,654.22,796.17,610.20,634.71,698.23,796.17,0.809
1099,18.316667,0,655.52,795.00,611.24,636.30,699.80,795.00,0.814
1100,18.333333,0,656.06,796.77,611.25,637.85,700.86,796.77,0.813
1101,18.350000,0,655.80,794.20,612.52,637.75,699.08,794.20,0.822
1102,18.366667,0,655.19,793.45,613.10,637.00,697.28,793.45,0.816
1103,18.383333,0,654.75,792.49,613.12,636.25,696.38,792.49,0.823
1104,18.400000,0,654.56,792.31,613.49,637.49,695.63,792.31,0.818
1105,18.416667,0,654.03,793.62,614.32,635.05,693.74,793.62,0.812
1106,18.433333,0,655.44,794.31,616.76,632.88,694.11,794.31,0.791
1107,18.450000,0,657.28,793.88,618.30,631.17,696.26,793.88,0.792
1108,18.466667,0,658.89,792.95,619.88,631.81,697.90,792.95,0.805
1109,18.483333,0,658.65,791.88,621.49,631.23,695.82,791.88,0.788
1110,18.500000,0,658.05,793.71,620.66,632.77,695.43,793.71,0.790
1111,18.516667,0,656.41,790.12,620.04,632.12,692.78,790.12,0.808
1112,18.533333,0,657.49,791.66,620.69,632.59,694.30,791.66,0.807
1113,18.550000,0,657.66,792.84,621.25,632.37,694.08,792.84,0.802
1114,18.566667,0,658.09,790.97,622.86,630.77,693.32,790.97,0.799
1115,18.583333,0,659.10,790.63,624.41,628.94,693.79,790.63,0.792
1116,18.600000,0,658.55,789.94,624.43,629.22,692.67,789.94,0.804
1117,18.616667,0,660.65,787.84,626.26,627.71,695.03,787.84,0.787
1118,18.633333,0,660.30,789.15,625.69,627.84,694.91,789.15,0.794
1119,18.650000,0,657.91,787.65,624.85,628.90,690.96,787.65,0.807
1120,18.666667,0,657.16,786.84,623.19,627.34,691.13,786.84,0.807
1121,18.683333,0,657.17,784.54,623.46,626.31,690.87,784.54,0.828
1122,18.700000,0,657.11,784.24,623.45,626.03,690.77,784.24,0.829
1123,18.716667,0,656.84,784.77,623.63,625.47,690.05,784.77,0.817
1124,18.733333,0,657.60,786.57,624.04,625.38,691.16,786.57,0.802
1125,18.750000,0,659.18,785.20,626.62,627.08,691.73,785.20,0.801
1126,18.766667,0,659.77,785.55,626.72,627.18,692.82,785.55,0.807
1127,18.783333,0,660.32,785.70,626.57,624.53,694.07,785.70,0.799
1128,18.800000,0,655.07,786.50,624.42,624.69,685.72,786.50,0.810
1129,18.816667,0,655.02,784.94,622.01,626.11,688.04,784.94,0.828
1130,18.833333,0,653.72,785.01,622.89,625.87,684.55,785.01,0.804
1131,18.850000,0,653.69,785.16,622.33,625.84,685.05,785.16,0.788
1132,18.866667,0,653.02,784.61,621.31,625.39,684.72,784.61,0.777
1133,18.883333,0,654.64,784.44,622.00,626.39,687.28,784.44,0.770
1134,18.900000,0,654.80,784.44,622.23,626.20,687.37,784.44,0.779
1135,18.916667,0,655.56,785.22,621.24,626.26,689.88,785.22,0.812
1136,18.933333,0,653.66,785.23,619.60,626.84,687.72,785.23,0.825
1137,18.950000,0,651.56,785.47,616.87,626.42,686.26,785.47,0.815
1138,18.966667,0,647.14,787.99,614.24,628.36,680.05,787.99,0.797
1139,18.983333,0,645.09,788.42,613.49,630.47,676.70,788.42,0.809
1140,19.000000,0,644.10,789.01,611.04,631.22,677.15,789.01,0.795
1141,19.016667,0,641.91,788.25,610.63,630.19,673.19,788.25,0.789
1142,19.033333,0,641.90,787.14,610.86,629.20,672.94,787.14,0.800
1143,19.050000,0,642.21,786.84,610.74,629.30,673.69,786.84,0.804
1144,19.066667,0,642.20,787.00,611.32,630.00,673.08,787.00,0.787
1145,19.083333,0,642.09,785.45,611.33,629.12,672.84,785.45,0.796
1146,19.100000,0,641.81,783.57,611.38,628.79,672.24,783.57,0.798
1147,19.116667,0,641.96,784.66,611.21,627.95,672.71,784.66,0.789
1148,19.133333,0,640.48,783.40,609.95,626.63,671.01,783.40,0.790
1149,19.150000,0,640.05,783.33,609.39,626.95,670.71,783.33,0.795
1150,19.166667,0,640.36,783.08,609.68,626.54,671.04,783.08,0.797
1151,19.183333,0,640.75,782.68,609.99,626.56,671.52,782.68,0.802
1152,19.200000,0,642.49,784.71,610.95,627.45,674.04,784.71,0.804
1153,19.216667,0,642.87,784.80,611.62,626.35,674.11,784.80,0.809
1154,19.233333,0,642.74,783.46,611.15,625.96,674.33,783.46,0.806
1155,19.250000,0,642.65,784.53,611.12,627.35,674.18,784.53,0.797
1156,19.266667,0,642.06,783.54,609.92,627.23,674.19,783.54,0.803
1157,19.283333,0,640.99,784.31,609.79,629.30,672.19,784.31,0.794
1158,19.300000,0,641.44,784.86,610.01,629.96,672.86,784.86,0.788
1159,19.316667,0,643.07,786.44,613.44,628.81,672.71,786.44,0.750
1160,19.333333,0,643.76,785.86,613.03,630.55,674.48,785.86,0.785
1161,19.350000,0,643.41,785.66,612.50,630.76,674.32,785.66,0.783
1162,19.366667,0,642.74,785.78,612.55,628.97,672.94,785.78,0.788
1163,19.383333,0,642.43,785.10,612.34,630.40,672.52,785.10,0.766
1164,19.400000,0,641.54,784.25,610.90,631.11,672.18,784.25,0.784
1165,19.416667,0,641.44,784.77,611.22,628.83,671.65,784.77,0.786
1166,19.433333,0,641.55,784.62,611.69,628.82,671.41,784.62,0.786
1167,19.450000,0,641.82,784.31,611.62,627.06,672.02,784.31,0.800
1168,19.466667,0,642.03,782.38,614.05,626.78,670.02,782.38,0.787
1169,19.483333,0,642.55,781.78,614.85,626.02,670.25,781.78,0.785
1170,19.500000,0,642.14,781.96,614.12,624.00,670.16,781.96,0.790
1171,19.516667,0,643.08,782.32,615.11,624.99,671.05,782.32,0.796
1172,19.533333,0,642.53,781.58,614.85,624.71,670.22,781.58,0.786
1173,19.550000,0,642.57,781.32,614.81,624.27,670.32,781.32,0.793
1174,19.566667,0,646.14,780.70,617.73,623.16,674.54,780.70,0.788
1175,19.583333,0,647.77,779.59,619.58,622.00,675.96,779.59,0.803
1176,19.600000,0,647.94,780.28,621.70,622.26,674.18,780.28,0.799
1177,19.616667,0,648.69,780.58,621.90,622.85,675.48,780.58,0.812
1178,19.633333,0,650.09,780.36,623.70,621.88,676.48,780.36,0.813
1179,19.650000,0,650.94,780.30,624.94,622.36,676.95,780.30,0.812
1180,19.666667,0,650.48,779.62,624.90,623.94,676.06,779.62,0.787
1181,19.683333,0,650.36,780.83,626.20,624.92,674.52,780.83,0.798
1182,19.700000,0,647.91,782.46,623.26,624.19,672.55,782.46,0.791
1183,19.716667,0,649.48,781.71,624.69,624.95,674.28,781.71,0.787
1184,19.733333,0,650.09,781.22,626.17,625.63,674.02,781.22,0.789
1185,19.750000,0,650.72,782.72,626.80,626.77,674.64,782.72,0.789
1186,19.766667,0,650.09,783.31,626.91,627.38,673.27,783.31,0.794
1187,19.783333,0,650.99,782.04,628.19,627.02,673.78,782.04,0.800
1188,19.800000,0,651.43,781.44,628.91,626.19,673.95,781.44,0.781
1189,19.816667,0,651.29,782.39,628.97,627.03,673.61,782.39,0.787
1190,19.833333,0,651.18,782.82,628.94,627.08,673.42,782.82,0.789
1191,19.850000,0,651.35,782.66,629.10,627.09,673.60,782.66,0.793
1192,19.866667,0,651.86,782.71,629.64,627.32,674.08,782.71,0.789
1193,19.883333,0,652.12,783.33,630.56,626.34,673.68,783.33,0.780
1194,19.900000,0,653.71,784.20,630.17,626.89,677.26,784.20,0.770
1195,19.916667,0,654.33,783.47,631.62,629.22,677.05,783.47,0.786
1196,19.933333,0,654.22,783.17,632.31,629.42,676.13,783.17,0.797
1197,19.950000,0,653.69,782.35,631.63,624.89,675.75,782.35,0.785
1198,19.966667,0,652.83,782.43,631.22,624.59,674.44,782.43,0.778
1199,19.983333,0,651.39,782.93,629.92,624.08,672.86,782.93,0.793
1200,20.000000,0,651.00,783.53,629.42,624.33,672.57,783.53,0.795
1201,20.016667,0,650.78,783.76,629.24,624.36,672.31,783.76,0.786
1202,20.033333,0,650.46,783.07,629.05,623.98,671.88,783.07,0.788
1203,20.050000,0,650.37,782.01,628.69,624.08,672.05,782.01,0.795
1204,20.066667,0,651.20,781.57,629.47,623.97,672.93,781.57,0.788
1205,20.083333,0,651.67,781.84,630.14,623.94,673.20,781.84,0.790
1206,20.100000,0,652.11,781.55,630.28,623.89,673.94,781.55,0.780
1207,20.116667,0,651.53,781.57,629.23,623.77,673.83,781.57,0.780
1208,20.133333,0,651.47,781.64,628.59,623.82,674.35,781.64,0.786
1209,20.150000,0,651.09,782.08,627.59,623.42,674.59,782.08,0.793
1210,20.166667,0,650.52,782.28,626.75,623.26,674.30,782.28,0.793
1211,20.183333,0,650.61,782.59,626.65,623.27,674.57,782.59,0.795
1212,20.200000,0,652.44,781.78,628.53,624.28,676.35,781.78,0.791
1213,20.216667,0,653.93,781.44,629.16,623.75,678.71,781.44,0.786
1214,20.233333,0,653.88,781.55,628.10,623.61,679.66,781.55,0.786
1215,20.250000,0,652.15,780.18,625.09,622.66,679.20,780.18,0.788
1216,20.266667,0,652.56,779.88,625.52,622.44,679.59,779.88,0.792
1217,20.283333,0,652.68,780.57,625.86,622.86,679.51,780.57,0.796
1218,20.300000,0,653.52,780.70,627.86,622.06,679.19,780.70,0.794
1219,20.316667,0,654.03,781.10,628.42,622.95,679.64,781.10,0.791
1220,20.333333,0,654.10,781.76,628.85,623.20,679.34,781.76,0.791
1221,20.350000,0,653.40,781.24,628.04,621.98,678.75,781.24,0.788
1222,20.366667,0,651.12,780.39,627.43,623.13,674.81,780.39,0.791
1223,20.383333,0,649.74,781.47,625.83,623.45,673.65,781.47,0.801
1224,20.400000,0,647.95,782.01,624.00,623.09,671.89,782.01,0.788
1225,20.416667,0,645.36,780.90,621.99,623.23,668.73,780.90,0.781
1226,20.433333,0,645.07,780.29,622.28,624.36,667.86,780.29,0.787
1227,20.450000,0,644.19,780.42,621.02,624.88,667.35,780.42,0.790
1228,20.466667,0,644.95,780.10,621.60,625.06,668.30,780.10,0.794
1229,20.483333,0,645.82,779.86,621.79,625.38,669.85,779.86,0.803
1230,20.500000,0,645.30,779.83,620.86,625.75,669.74,779.83,0.803
1231,20.516667,0,645.03,779.71,620.52,625.17,669.55,779.71,0.801
1232,20.533333,0,644.45,779.84,619.79,625.58,669.11,779.84,0.787
1233,20.550000,0,643.99,779.83,618.73,626.26,669.24,779.83,0.794
1234,20.566667,0,643.13,778.31,617.57,625.64,668.69,778.31,0.798
1235,20.583333,0,641.65,775.86,616.76,624.22,666.54,775.86,0.806
1236,20.600000,0,642.08,775.63,616.54,623.78,667.62,775.63,0.806
1237,20.616667,0,641.53,775.38,616.43,623.32,666.63,775.38,0.817
1238,20.633333,0,642.09,774.48,617.09,623.15,667.08,774.48,0.798
1239,20.650000,0,642.18,775.12,616.82,622.82,667.53,775.12,0.785
1240,20.666667,0,642.50,773.70,617.11,622.90,667.89,773.70,0.779
1241,20.683333,0,643.21,773.90,617.75,621.75,668.68,773.90,0.806
1242,20.700000,0,641.89,773.62,616.84,620.90,666.94,773.62,0.806
1243,20.716667,0,641.62,773.56,616.48,619.61,666.76,773.56,0.802
1244,20.733333,0,641.25,770.68,616.82,619.44,665.68,770.68,0.816
1245,20.750000,0,640.40,770.21,616.15,618.87,664.65,770.21,0.819
1246,20.766667,0,640.24,771.60,616.06,618.06,664.43,771.60,0.829
1247,20.783333,0,640.55,770.89,616.93,616.29,664.18,770.89,0.824
1248,20.800000,0,640.70,771.68,617.19,615.63,664.21,771.68,0.817
1249,20.816667,0,640.86,773.28,617.45,615.43,664.27,773.28,0.806
1250,20.833333,0,641.49,771.78,617.52,614.75,665.46,771.78,0.800
1251,20.850000,0,641.77,772.60,617.20,614.46,666.34,772.60,0.801
1252,20.866667,0,642.07,772.46,616.70,615.42,667.44,772.46,0.809
1253,20.883333,0,641.60,774.30,616.38,616.09,666.83,774.30,0.795
1254,20.900000,0,640.29,774.65,614.17,616.39,666.42,774.65,0.809
1255,20.916667,0,638.91,774.86,612.15,616.73,665.67,774.86,0.817
1256,20.933333,0,637.57,775.46,611.59,616.53,663.54,775.46,0.814
1257,20.950000,0,636.91,775.29,610.17,618.39,663.65,775.29,0.821
1258,20.966667,0,635.74,775.76,608.45,618.00,663.04,775.76,0.807
1259,20.983333,0,635.26,775.45,607.48,616.65,663.03,775.45,0.809
1260,21.000000,0,634.72,775.36,606.69,615.46,662.76,775.36,0.811
1261,21.016667,0,633.40,775.63,603.80,614.95,663.01,775.63,0.799
1262,21.033333,0,631.86,776.74,601.93,615.78,661.80,776.74,0.806
1263,21.050000,0,629.02,776.21,598.27,616.87,659.78,776.21,0.809
1264,21.066667,0,627.51,776.82,596.86,616.06,658.16,776.82,0.810
1265,21.083333,0,626.10,777.73,595.36,617.24,656.84,777.73,0.820
1266,21.100000,0,625.33,778.11,594.59,618.10,656.07,778.11,0.810
1267,21.116667,0,625.64,778.03,594.71,618.97,656.57,778.03,0.815
1268,21.133333,0,625.79,778.35,594.50,619.99,657.08,778.35,0.818
1269,21.150000,0,626.66,777.82,594.76,619.95,658.57,777.82,0.813
1270,21.166667,0,627.18,777.90,595.77,619.44,658.60,777.90,0.811
1271,21.183333,0,626.56,778.85,594.85,618.24,658.28,778.85,0.801
1272,21.200000,0,625.34,779.72,593.33,619.62,657.35,779.72,0.808
1273,21.216667,0,625.08,779.90,592.94,621.24,657.22,779.90,0.795
1274,21.233333,0,624.84,779.87,593.70,621.85,655.98,779.87,0.794
1275,21.250000,0,624.02,780.32,592.41,621.76,655.62,780.32,0.805
1276,21.266667,0,624.52,780.31,593.20,621.88,655.85,780.31,0.818
1277,21.283333,0,624.39,780.92,593.32,622.19,655.47,780.92,0.801
1278,21.300000,0,622.19,781.28,590.17,622.69,654.20,781.28,0.806
1279,21.316667,0,621.04,781.63,590.13,621.85,651.95,781.63,0.765
1280,21.333333,0,619.23,780.84,587.90,623.01,650.56,780.84,0.820
1281,21.350000,0,617.37,781.41,587.26,622.74,647.48,781.41,0.809
1282,21.366667,0,615.78,781.24,585.19,622.21,646.38,781.24,0.813
1283,21.383333,0,615.14,779.96,584.42,620.09,645.86,779.96,0.802
1284,21.400000,0,613.12,779.49,581.55,619.56,644.69,779.49,0.798
1285,21.416667,0,612.19,779.35,580.71,619.89,643.67,779.35,0.799
1286,21.433333,0,611.75,779.39,580.58,619.64,642.92,779.39,0.801
1287,21.450000,0,611.33,780.42,579.73,620.41,642.94,780.42,0.805
1288,21.466667,0,611.00,779.46,578.74,620.54,643.27,779.46,0.802
1289,21.483333,0,611.34,779.40,579.60,620.51,643.08,779.40,0.804
1290,21.500000,0,610.60,779.66,579.13,620.41,642.07,779.66,0.799
1291,21.516667,0,608.91,780.10,576.49,620.47,641.33,780.10,0.809
1292,21.533333,0,608.92,778.62,576.99,618.99,640.84,778.62,0.796
1293,21.550000,0,608.52,779.31,576.88,619.33,640.17,779.31,0.802
1294,21.566667,0,609.20,777.87,577.69,617.57,640.70,777.87,0.801
1295,21.583333,0,608.47,779.07,576.11,618.26,640.84,779.07,0.791
1296,21.600000,0,609.39,776.46,576.85,616.18,641.92,776.46,0.796
1297,21.616667,0,608.85,774.33,576.83,615.73,640.88,774.33,0.814
1298,21.633333,0,607.82,773.81,576.30,614.77,639.35,773.81,0.812
1299,21.650000,0,606.77,773.15,575.44,613.68,638.11,773.15,0.799
1300,21.666667,0,605.87,774.35,573.95,613.19,637.79,774.35,0.818
1301,21.683333,0,605.43,773.35,573.31,611.68,637.55,773.35,0.841
1302,21.700000,0,606.83,772.97,574.87,611.32,638.79,772.97,0.828
1303,21.716667,0,607.73,770.64,576.29,610.22,639.18,770.64,0.803
1304,21.733333,0,608.10,769.59,577.11,609.78,639.09,769.59,0.805
1305,21.750000,0,608.93,769.78,577.55,609.59,640.31,769.78,0.811
1306,21.766667,0,608.86,769.56,577.56,609.96,640.15,769.56,0.808
1307,21.783333,0,609.67,769.15,578.99,610.02,640.34,769.15,0.808
1308,21.800000,0,610.53,770.01,579.42,610.03,641.64,770.01,0.814
1309,21.816667,0,609.92,769.89,578.18,610.32,641.67,769.89,0.823
1310,21.833333,0,610.00,770.46,578.67,609.85,641.34,770.46,0.814
1311,21.850000,0,609.60,770.44,578.56,610.37,640.64,770.44,0.823
1312,21.866667,0,609.50,770.88,577.91,611.22,641.10,770.88,0.817
1313,21.883333,0,608.81,768.80,577.57,610.88,640.05,768.80,0.824
1314,21.900000,0,607.66,768.26,576.64,610.67,638.68,768.26,0.838
1315,21.916667,0,607.32,768.22,576.84,611.57,637.80,768.22,0.833
1316,21.933333,0,607.01,767.97,576.27,611.55,637.75,767.97,0.850
1317,21.950000,0,608.13,767.86,576.35,611.63,639.91,767.86,0.854
1318,21.966667,0,608.32,767.66,576.42,611.56,640.22,767.66,0.852
1319,21.983333,0,606.17,768.10,575.45,611.79,636.88,768.10,0.871
1320,22.000000,0,605.82,768.36,575.25,611.56,636.39,768.36,0.856
1321,22.016667,0,605.42,770.15,574.88,612.18,635.96,770.15,0.842
1322,22.033333,0,605.08,769.78,574.51,612.64,635.65,769.78,0.841
1323,22.050000,0,604.60,769.71,574.16,612.76,635.04,769.71,0.824
1324,22.066667,0,602.69,770.48,572.57,612.44,632.81,770.48,0.832
1325,22.083333,0,600.65,771.68,569.31,611.74,631.99,771.68,0.855
1326,22.100000,0,599.82,772.67,568.03,612.39,631.62,772.67,0.859
1327,22.116667,0,598.86,772.88,567.48,613.28,630.24,772.88,0.863
1328,22.133333,0,598.91,774.07,567.53,614.23,630.28,774.07,0.862
1329,22.150000,0,598.55,772.19,567.21,615.93,629.88,772.19,0.846
1330,22.166667,0,599.88,774.11,567.88,615.30,631.88,774.11,0.851
1331,22.183333,0,599.78,775.25,568.30,616.69,631.26,775.25,0.851
1332,22.200000,0,600.66,773.42,568.06,616.37,633.26,773.42,0.845
1333,22.216667,0,600.78,776.51,567.80,616.01,633.76,776.51,0.822
1334,22.233333,0,600.66,778.57,567.72,616.59,633.60,778.57,0.840
1335,22.250000,0,599.43,778.77,567.40,617.75,631.47,778.77,0.845
1336,22.266667,0,599.01,778.85,566.44,618.58,631.58,778.85,0.839
1337,22.283333,0,598.51,777.33,566.28,619.38,630.74,777.33,0.839
1338,22.300000,0,598.27,779.69,566.39,619.17,630.14,779.69,0.841
1339,22.316667,0,598.20,780.33,566.08,619.49,630.32,780.33,0.854
1340,22.333333,0,599.68,780.61,566.33,618.60,633.03,780.61,0.848
1341,22.350000,0,600.26,779.90,567.01,619.45,633.51,779.90,0.846
1342,22.366667,0,600.41,777.97,566.75,619.37,634.06,777.97,0.844
1343,22.383333,0,600.56,775.66,566.35,618.60,634.76,775.66,0.832
1344,22.400000,0,600.67,778.28,566.55,619.12,634.78,778.28,0.827
1345,22.416667,0,599.35,779.13,565.09,618.84,633.60,779.13,0.831
1346,22.433333,0,599.44,779.19,565.03,618.74,633.84,779.19,0.840
1347,22.450000,0,599.33,779.07,565.12,618.21,633.54,779.07,0.840
1348,22.466667,0,599.96,778.83,565.43,616.74,634.49,778.83,0.846
1349,22.483333,0,600.27,777.93,565.76,618.27,634.78,777.93,0.848
1350,22.500000,0,601.02,775.37,566.81,616.91,635.22,775.37,0.853
1351,22.516667,0,601.23,772.64,566.64,616.73,635.83,772.64,0.863
1352,22.533333,0,601.22,774.68,566.45,613.90,635.98,774.68,0.842
1353,22.550000,0,601.03,775.00,566.44,613.86,635.62,775.00,0.830
1354,22.566667,0,600.96,774.12,566.01,613.18,635.92,774.12,0.837
1355,22.583333,0,600.60,776.11,565.86,611.61,635.34,776.11,0.821
1356,22.600000,0,600.48,775.37,565.78,611.14,635.17,775.37,0.817
1357,22.616667,0,600.58,771.60,566.05,611.42,635.10,771.60,0.784
1358,22.633333,0,599.96,772.25,565.51,612.04,634.41,772.25,0.747
1359,22.650000,0,600.89,777.41,567.02,611.88,634.77,777.41,0.834
1360,22.666667,0,600.87,777.88,566.29,611.45,635.44,777.88,0.858
1361,22.683333,0,601.03,777.99,566.77,610.94,635.29,777.99,0.853
1362,22.700000,0,599.62,778.34,566.29,611.03,632.94,778.34,0.867
1363,22.716667,0,598.27,778.15,565.14,610.90,631.40,778.15,0.869
1364,22.733333,0,596.51,776.70,563.84,611.53,629.18,776.70,0.889
1365,22.750000,0,594.26,777.06,562.73,611.76,625.78,777.06,0.851
1366,22.766667,0,592.08,776.80,559.98,613.11,624.18,776.80,0.850
1367,22.783333,0,591.69,775.65,560.43,611.01,622.94,775.65,0.826
1368,22.800000,0,591.91,777.80,560.17,611.56,623.66,777.80,0.833
1369,22.816667,0,592.29,778.24,561.13,613.22,623.45,778.24,0.829
1370,22.833333,0,592.91,779.73,561.36,612.78,624.45,779.73,0.842
1371,22.850000,0,594.69,780.05,563.75,612.10,625.62,780.05,0.848
1372,22.866667,0,594.64,780.26,563.70,613.46,625.57,780.26,0.846
1373,22.883333,0,593.07,780.99,561.67,616.10,624.48,780.99,0.835
1374,22.900000,0,592.09,781.65,560.21,616.73,623.96,781.65,0.836
1375,22.916667,0,591.02,782.19,559.65,617.65,622.39,782.19,0.830
1376,22.933333,0,590.81,782.60,560.45,618.55,621.17,782.60,0.821
1377,22.950000,0,591.29,782.20,560.14,619.81,622.45,782.20,0.833
1378,22.966667,0,592.79,782.20,561.90,619.06,623.68,782.20,0.850
1379,22.983333,0,593.11,784.10,563.05,618.75,623.17,784.10,0.857
1380,23.000000,0,592.97,783.52,563.21,619.24,622.72,783.52,0.843
1381,23.016667,0,592.83,784.28,563.28,620.21,622.37,784.28,0.846
1382,23.033333,0,591.77,784.27,562.78,621.12,620.76,784.27,0.823
1383,23.050000,0,590.22,783.37,559.93,620.95,620.52,783.37,0.830
1384,23.066667,0,589.83,784.73,560.49,621.31,619.17,784.73,0.823
1385,23.083333,0,589.68,784.53,559.81,620.99,619.54,784.53,0.817
1386,23.100000,0,590.02,783.84,559.56,620.84,620.47,783.84,0.814
1387,23.116667,0,590.67,786.48,560.32,620.83,621.02,786.48,0.824
1388,23.133333,0,590.78,786.32,560.32,621.19,621.24,786.32,0.819
1389,23.150000,0,590.14,786.51,558.59,620.45,621.68,786.51,0.825
1390,23.166667,0,589.59,786.88,557.37,619.87,621.81,786.88,0.816
1391,23.183333,0,587.90,786.53,554.45,619.27,621.36,786.53,0.817
1392,23.200000,0,585.20,786.69,551.82,619.69,618.59,786.69,0.842
1393,23.216667,0,583.98,786.68,549.38,617.54,618.58,786.68,0.854
1394,23.233333,0,584.31,786.61,548.77,616.67,619.84,786.61,0.858
1395,23.250000,0,583.70,786.72,548.23,615.67,619.18,786.72,0.861
1396,23.266667,0,583.05,786.35,547.22,614.63,618.87,786.35,0.864
1397,23.283333,0,582.60,785.67,546.70,614.12,618.51,785.67,0.853
1398,23.300000,0,582.01,785.64,545.38,613.21,618.64,785.64,0.847
1399,23.316667,0,581.40,786.57,544.90,614.13,617.91,786.57,0.851
1400,23.333333,0,580.70,787.70,543.66,614.12,617.75,787.70,0.857
1401,23.350000,0,579.97,788.25,542.67,614.56,617.27,788.25,0.869
1402,23.366667,0,579.69,789.08,541.15,613.61,618.24,789.08,0.881
1403,23.383333,0,579.74,788.57,541.27,612.87,618.21,788.57,0.876
1404,23.400000,0,579.36,790.50,540.46,612.58,618.26,790.50,0.873
1405,23.416667,0,578.96,789.15,539.74,610.64,618.19,789.15,0.855
1406,23.433333,0,579.17,791.44,539.78,609.72,618.56,791.44,0.856
1407,23.450000,0,579.98,789.52,540.99,609.62,618.97,789.52,0.858
1408,23.466667,0,578.43,789.84,537.69,609.73,619.17,789.84,0.865
1409,23.483333,0,578.62,790.52,537.83,609.96,619.41,790.52,0.861
1410,23.500000,0,578.58,790.27,537.95,609.93,619.21,790.27,0.860
1411,23.516667,0,578.74,794.09,538.06,610.32,619.42,794.09,0.862
1412,23.533333,0,578.86,793.79,538.42,610.80,619.29,793.79,0.861
1413,23.550000,0,579.31,793.81,538.90,611.13,619.73,793.81,0.862
1414,23.566667,0,579.04,795.37,538.75,612.38,619.34,795.37,0.873
1415,23.583333,0,578.44,794.95,538.50,610.51,618.38,794.95,0.862
1416,23.600000,0,578.35,793.38,538.43,610.37,618.26,793.38,0.858
1417,23.616667,0,576.48,787.40,536.41,610.69,616.54,787.40,0.854
1418,23.633333,0,575.29,791.34,534.71,608.84,615.86,791.34,0.853
1419,23.650000,0,575.77,792.25,534.89,608.89,616.65,792.25,0.857
1420,23.666667,0,575.85,792.79,535.12,608.66,616.58,792.79,0.858
1421,23.683333,0,576.02,791.20,535.66,608.01,616.37,791.20,0.857
1422,23.700000,0,576.60,786.72,536.53,608.19,616.67,786.72,0.858
1423,23.716667,0,576.32,787.31,536.05,607.35,616.60,787.31,0.852
1424,23.733333,0,574.89,787.37,535.69,606.47,614.09,787.37,0.849
1425,23.750000,0,574.59,785.48,535.70,603.88,613.47,785.48,0.859
1426,23.766667,0,574.21,784.56,535.25,603.94,613.17,784.56,0.859
1427,23.783333,0,573.78,781.16,534.06,604.27,613.49,781.16,0.854
1428,23.800000,0,572.76,782.14,533.32,601.72,612.21,782.14,0.867
1429,23.816667,0,572.45,782.68,533.16,601.39,611.74,782.68,0.873
1430,23.833333,0,571.01,783.27,532.20,601.21,609.83,783.27,0.871
1431,23.850000,0,570.77,783.37,532.11,600.51,609.42,783.37,0.854
1432,23.866667,0,570.59,783.82,532.01,600.61,609.18,783.82,0.856
1433,23.883333,0,571.06,782.61,532.85,600.80,609.28,782.61,0.872
1434,23.900000,0,570.87,782.95,533.08,599.52,608.67,782.95,0.871
1435,23.916667,0,570.17,783.55,533.40,599.76,606.94,783.55,0.872
1436,23.933333,0,569.03,783.42,532.03,600.47,606.04,783.42,0.865
1437,23.950000,0,567.71,784.36,530.60,600.43,604.82,784.36,0.864
1438,23.966667,0,567.00,785.27,531.07,601.50,602.94,785.27,0.847
1439,23.983333,0,566.80,786.61,531.49,602.68,602.12,786.61,0.843
1440,24.000000,0,565.58,788.45,530.26,603.70,600.91,788.45,0.846
1441,24.016667,0,564.58,787.67,529.39,601.49,599.78,787.67,0.844
1442,24.033333,0,564.74,788.73,529.53,601.70,599.94,788.73,0.842
1443,24.050000,0,564.77,789.99,529.81,600.15,599.74,789.99,0.833
1444,24.066667,0,564.72,792.18,530.14,600.88,599.30,792.18,0.836
1445,24.083333,0,564.57,792.88,530.22,602.44,598.91,792.88,0.837
1446,24.100000,0,563.84,793.28,528.65,601.54,599.03,793.28,0.843
1447,24.116667,0,562.02,792.96,527.73,601.77,596.31,792.96,0.841
1448,24.133333,0,560.88,792.92,526.95,602.88,594.81,792.92,0.838
1449,24.150000,0,559.68,794.47,526.28,606.05,593.09,794.47,0.846
1450,24.166667,0,559.84,793.52,526.22,605.74,593.46,793.52,0.847
1451,24.183333,0,559.76,793.34,526.60,605.29,592.92,793.34,0.845
1452,24.200000,0,559.75,793.55,526.93,605.16,592.56,793.55,0.843
1453,24.216667,0,559.47,793.13,527.10,605.20,591.83,793.13,0.846
1454,24.233333,0,558.94,793.29,525.84,604.66,592.04,793.29,0.845
1455,24.250000,0,558.34,793.89,524.28,605.73,592.40,793.89,0.851
1456,24.266667,0,556.72,793.12,521.82,603.46,591.63,793.12,0.840
1457,24.283333,0,555.01,794.51,521.25,604.57,588.76,794.51,0.841
1458,24.300000,0,554.38,792.18,519.19,602.14,589.58,792.18,0.847
1459,24.316667,0,554.07,791.16,518.40,600.88,589.75,791.16,0.844
1460,24.333333,0,553.30,792.77,517.18,602.89,589.43,792.77,0.851
1461,24.350000,0,553.19,793.44,516.35,599.61,590.02,793.44,0.854
1462,24.366667,0,554.02,790.13,516.31,598.43,591.73,790.13,0.851
1463,24.383333,0,553.77,789.37,515.20,596.89,592.34,789.37,0.856
1464,24.400000,0,553.05,790.67,513.55,596.67,592.56,790.67,0.854
