frame,time_seconds,track_id,u,v,world_x,world_y,world_z,cam_pos_x,cam_pos_y,cam_pos_z
524,8.733333,0,1392.09,1100.79,1.081712146968776,0.0,-5.232187356102645,-0.042259776013111795,1.390091197937976,0.04750714898598819
525,8.75,0,1386.12,1093.8,1.0815723305329719,0.0,-5.328400776376311,-0.04214349,1.3901362,0.04756237
526,8.766667,0,1381.31,1099.59,1.0530112505876699,0.0,-5.2585601484278435,-0.04200827416106695,1.390163800498006,0.04760435007380086
527,8.783333,0,1378.17,1099.57,1.042087822724611,0.0,-5.257119906120638,-0.041866334838833896,1.3901886995020116,0.04760803992620172
528,8.8,0,1376.38,1103.64,1.0291960111159535,0.0,-5.208727723945603,-0.041717768000224545,1.3902210000001853,0.047578442999951
529,8.816667,0,1374.83,1104.21,1.0219138099376428,0.0,-5.202374721385377,-0.04203921668049227,1.3904864023579038,0.04750830146580251
530,8.833333,0,1374.42,1103.66,1.0219420800595842,0.0,-5.209892290836506,-0.04207324131946019,1.3906042976419313,0.04743159153430466
531,8.85,0,1370.97,1103.81,1.0075137734764832,0.0,-5.206800477254383,-0.04202022800001851,1.3906704999999768,0.047368080000022184
532,8.866667,0,1370.17,1103.89,1.0001416769243263,0.0,-5.2082118509044415,-0.041952058670607736,1.3907108005299968,0.047303378334469695
533,8.883333,0,1368.73,1102.28,0.9992207031305838,0.0,-5.228837984963824,-0.04188559132939226,1.3907372994700031,0.0472201046655303
534,8.9,0,1365.32,1104.5,0.9855907372064857,0.0,-5.204280537013359,-0.04182138300008076,1.3907487000000036,0.04709848400002842
535,8.916667,0,1362.48,1109.62,0.9666053734069494,0.0,-5.141606790332111,-0.04205261099842906,1.3907585997719933,0.047179838583098765
536,8.933333,0,1359.37,1111.69,0.9508793728687668,0.0,-5.113559584091552,-0.04210252900164068,1.3907472002279908,0.04710899841680227
537,8.95,0,1356.44,1110.47,0.9448485388806815,0.0,-5.126489371091791,-0.04208325000001347,1.3907127000000241,0.046983078000087955
538,8.966667,0,1354.56,1109.72,0.936621467964723,0.0,-5.120103460924607,-0.0420401390208228,1.3906697990240227,0.04684314223916429
539,8.983333,0,1352.68,1108.74,0.932408200006455,0.0,-5.1315258107797765,-0.0419911809792114,1.3906210009760114,0.04670510276093214
540,9.0,0,1347.29,1106.28,0.917817983418174,0.0,-5.153261087811473,-0.041943282,1.3905773,0.046561964
541,9.016667,0,1345.27,1104.04,0.9148688196870324,0.0,-5.1690696868837955,-0.04206754378864918,1.390311098195979,0.04687944850612589
542,9.033333,0,1341.78,1101.67,0.907982617875313,0.0,-5.197680382793312,-0.042106974211378365,1.3902209018039582,0.04690475349389178
543,9.05,0,1338.4,1101.51,0.8975210238473325,0.0,-5.202659750160497,-0.04212157400000401,1.390197900000003,0.04683713999992512
544,9.066667,0,1335.26,1097.04,0.8962830502380975,0.0,-5.255865272062079,-0.04212731992174319,1.3902025001899923,0.04672994753876028
545,9.083333,0,1331.55,1093.34,0.8915453146960851,0.0,-5.304015911311601,-0.04212340707826228,1.3902119998099944,0.04660688546141165
546,9.1,0,1329.76,1092.61,0.8880424504620282,0.0,-5.313861113084169,-0.04211360600000342,1.390217699999998,0.046490017000040816
547,9.116667,0,1326.76,1094.76,0.8742728285247741,0.0,-5.289620770171158,-0.042346315639110454,1.389905197780013,0.04666701037623781
548,9.133333,0,1324.11,1094.38,0.8655103821082203,0.0,-5.2928332473390025,-0.042428268360889546,1.3897942022199872,0.0466858216237622
549,9.15,0,1322.14,1090.16,0.8627093163651725,0.0,-5.335065350833561,-0.042463550000010696,1.3897474999999948,0.04666420399999135
550,9.166667,0,1319.28,1086.9,0.8570948089934847,0.0,-5.37845385432256,-0.04249416372622114,1.3897330000580017,0.04663943448668506
551,9.183333,0,1315.15,1084.08,0.8483378091309479,0.0,-5.415998503008544,-0.042530472273829584,1.3897358999420024,0.046613770513279085
552,9.2,0,1313.87,1078.43,0.8548068778070881,0.0,-5.500270501356332,-0.042565404999975597,1.3897435999999947,0.04657964000002384
553,9.216667,0,1310.93,1075.37,0.8533117557212859,0.0,-5.548157158862776,-0.04267493740704723,1.3895083986880306,0.04669228208769796
554,9.233333,0,1308.49,1069.83,0.8568672807878321,0.0,-5.6304486102932545,-0.042745288592903614,1.3894428013120153,0.04669666691229898
555,9.25,0,1301.66,1061.93,0.8515288023339842,0.0,-5.751337958117703,-0.04282163,1.3894325,0.04666272
556,9.266667,0,1296.37,1057.34,0.8468134351392915,0.0,-5.824072839691308,-0.0429091357007398,1.3894383003220037,0.046613569140489995
557,9.283333,0,1293.95,1055.42,0.8418112211934006,0.0,-5.854384196914043,-0.042994168299319596,1.3894543996780075,0.04657059585947999
558,9.3,0,1292.01,1060.03,0.8194814361709348,0.0,-5.783746280299029,-0.043072704000025136,1.389475499999953,0.04655822700023723
559,9.316667,0,1289.53,1056.32,0.8129297732894489,0.0,-5.8362553836902515,-0.04310868834552518,1.3894081997280112,0.046897838395982376
560,9.333333,0,1286.18,1054.18,0.8045777131116568,0.0,-5.86948985009437,-0.04317596465438083,1.389394600272008,0.04701763760385025
561,9.35,0,1283.28,1050.9,0.7953708806632322,0.0,-5.912994441496547,-0.04325774999997143,1.3893883000000022,0.047030712999995436
562,9.366667,0,1278.34,1051.63,0.7730911361231906,0.0,-5.896639401418216,-0.04335514728048671,1.3893746997600014,0.04698008854290849
563,9.383333,0,1274.75,1052.23,0.7574108936460107,0.0,-5.884192671825484,-0.04346916771951329,1.3893627002399986,0.04690723645709151
564,9.4,0,1267.76,1056.19,0.7263015286981284,0.0,-5.820065245990725,-0.04359068300000601,1.3893366999999057,0.046828188000025056
565,9.416667,0,1262.34,1054.04,0.7091984342599201,0.0,-5.846237882581411,-0.0436078816592483,1.3890667976939328,0.04689992202704078
566,9.433333,0,1256.96,1052.18,0.6915616501838748,0.0,-5.8733331189366975,-0.0436908383408676,1.388951502305906,0.0469012739729611
567,9.45,0,1253.88,1052.52,0.6774347850369388,0.0,-5.859873223706625,-0.0437927699999288,1.3888923000000413,0.04689510500000431
568,9.466667,0,1251.03,1052.22,0.6640991379382676,0.0,-5.856144277237719,-0.04390771964639838,1.3888542995080115,0.046888436815064306
569,9.483333,0,1247.42,1053.22,0.6478584919597411,0.0,-5.837054649338226,-0.04404003735350919,1.3888297004920058,0.04687919018494215
570,9.5,0,1245.78,1053.74,0.6398533956154445,0.0,-5.826968473264675,-0.04419194,1.3888075,0.04685515
571,9.516667,0,1244.86,1053.28,0.639198838122217,0.0,-5.825118552785657,-0.04445539786182496,1.3886150984939825,0.047046628561326534
572,9.533333,0,1243.93,1052.08,0.6375108969232927,0.0,-5.844079651750125,-0.044648479138309924,1.388539801505965,0.04707469343869307
573,9.55,0,1243.69,1051.49,0.6414091461056257,0.0,-5.838117899026144,-0.04482965000012852,1.3884995999999887,0.04702720399994526
574,9.566667,0,1243.3,1051.77,0.6413977216678398,0.0,-5.827638236014363,-0.045013639740327606,1.3884835,0.04694883826541067
575,9.583333,0,1243.0,1050.01,0.6432764818013372,0.0,-5.856827017306212,-0.04520065625941111,1.3884835,0.04686210873471049
576,9.6,0,1242.44,1049.29,0.6422226173002499,0.0,-5.8604308147962785,-0.04538626999993517,1.388503799999993,0.04679285700002419
577,9.616667,0,1243.64,1048.97,0.6413948477498838,0.0,-5.865754860994404,-0.045258537728455756,1.3885055009219947,0.04722159329344081
578,9.633333,0,1243.79,1046.06,0.6474143194811318,0.0,-5.915126122031195,-0.04529495927154425,1.3885515990780053,0.047386259706559186
579,9.65,0,1243.52,1043.29,0.6448270678894596,0.0,-5.941827732241892,-0.04539078500004345,1.388604900000019,0.04745406000000865
580,9.666667,0,1240.02,1044.75,0.6289926478862505,0.0,-5.915430132369039,-0.04551516786206332,1.3886591011480334,0.047478830161644704
581,9.683333,0,1236.93,1045.68,0.6148945846938781,0.0,-5.897802623273373,-0.045658261138136605,1.3887164988520466,0.047486911838366584
582,9.7,0,1234.81,1044.76,0.6110854235417935,0.0,-5.919573995301522,-0.045814349999890966,1.3887744999999596,0.04749760999999253
583,9.716667,0,1229.42,1042.94,0.5946553825742065,0.0,-5.943774416817067,-0.04513555515400627,1.3887660010119764,0.04788145028942341
584,9.733333,0,1225.2,1039.13,0.5844631258254549,0.0,-6.007440591627129,-0.044993257846093135,1.3888165989879881,0.0480459187104617
585,9.75,0,1217.35,1035.46,0.5587113464876734,0.0,-6.074419638270089,-0.04503593,1.3888959,0.04817799
586,9.766667,0,1212.89,1030.73,0.5446937961551972,0.0,-6.168945876893679,-0.045150303019355145,1.388994502250026,0.04832298290775385
587,9.783333,0,1207.84,1028.54,0.5271435947438042,0.0,-6.2067119189915,-0.0453012629807503,1.3891069977500525,0.048468363092347706
588,9.8,0,1205.1,1024.39,0.5218443335012193,0.0,-6.295750887603036,-0.0454693619998669,1.3892430000001759,0.04861278500006704
589,9.816667,0,1201.46,1022.64,0.512891432422302,0.0,-6.336609277123796,-0.04527881741124324,1.3894948041038329,0.04870876502051768
590,9.833333,0,1192.53,1021.1,0.4771702967583528,0.0,-6.361208259950122,-0.045299379588728025,1.3896999958958804,0.048809790979341176
591,9.85,0,1181.42,1023.34,0.43014858605946593,0.0,-6.318494841168641,-0.04537731399997278,1.3898928999999327,0.04892552299995958
592,9.866667,0,1176.77,1024.03,0.4132661463198909,0.0,-6.331188200249105,-0.04547066214132753,1.390083203811978,0.049080450112056036
593,9.883333,0,1173.5,1026.22,0.39653040389476424,0.0,-6.286911065464069,-0.04557772485867247,1.390273796188022,0.04928604588794396
594,9.9,0,1169.83,1026.55,0.37997050632356244,0.0,-6.2895872794660415,-0.04569389300008611,1.3904605000001606,0.0495269340001879
595,9.916667,0,1167.45,1026.61,0.37236948168896605,0.0,-6.296210048751558,-0.04594043880880176,1.3909204047661388,0.050064924224901206
596,9.933333,0,1164.88,1026.47,0.36156354666518864,0.0,-6.297823375159722,-0.04608086919139444,1.3911586952341943,0.05037614777553361
597,9.95,0,1162.17,1023.44,0.35710484627680206,0.0,-6.367366252266361,-0.04619243999992207,1.3913173999998891,0.05060152699984257
598,9.966667,0,1158.91,1022.18,0.351085532774312,0.0,-6.424892248273191,-0.04628981771813999,1.3914356017819587,0.050799537473899106
599,9.983333,0,1158.33,1026.27,0.3439482143878354,0.0,-6.343392812536639,-0.046375723281799994,1.3915246982179792,0.05097322952597955
600,10.0,0,1157.87,1024.36,0.3437465538425325,0.0,-6.373849819755542,-0.046449333,1.391584,0.05112405
601,10.016667,0,1156.97,1025.68,0.3326459667109243,0.0,-6.33104785398856,-0.046392710455065295,1.3916740007300086,0.05205032949618727
602,10.033333,0,1156.5,1024.12,0.3322992932711381,0.0,-6.361182512186074,-0.046415462544950596,1.391710499270017,0.052425119504074545
603,10.05,0,1156.84,1028.57,0.3219122410935947,0.0,-6.268780293822133,-0.046468005000047906,1.391735600000013,0.052618010000079256
604,10.066667,0,1154.66,1024.11,0.31622172520096603,0.0,-6.343736516646133,-0.046536584695310926,1.3917540001259947,0.05273146739572313
605,10.083333,0,1155.04,1026.87,0.31493879817642983,0.0,-6.290165227452141,-0.046621350304570645,1.3917602998739964,0.052801253604179366
606,10.1,0,1152.77,1026.49,0.3082311148451333,0.0,-6.283548128191639,-0.046716919999966626,1.3917500000000036,0.05282635999999123
607,10.116667,0,1150.54,1024.18,0.3143139369501754,0.0,-6.295819590282329,-0.04621869757873411,1.3912872960660227,0.05204182956221751
608,10.133333,0,1148.27,1022.71,0.30620331633085585,0.0,-6.322279787591252,-0.04609763842126589,1.3910906039339772,0.05171995143778249
609,10.15,0,1146.09,1021.4,0.3083625591487559,0.0,-6.3110478632994464,-0.046081960000002566,1.3909763999999725,0.051558035999966376
610,10.166667,0,1143.13,1018.96,0.30052462017062054,0.0,-6.344011038975697,-0.04608930629448857,1.3908974988439662,0.051461769069572914
611,10.183333,0,1141.09,1019.18,0.2915627488721738,0.0,-6.338009543321416,-0.046104029705532,1.3908397011559528,0.051415250930362096
612,10.2,0,1139.57,1016.67,0.2890898174324114,0.0,-6.38325999145815,-0.0461237839999862,1.3907993000000283,0.051394820000014274
613,10.216667,0,1136.79,1015.0,0.2820187548050748,0.0,-6.406957976099679,-0.045889994304439484,1.3906986986980303,0.0516342073223125
614,10.233333,0,1133.29,1016.03,0.26607113485027184,0.0,-6.383510672078455,-0.045805217695619745,1.390633601302015,0.05165032267767625
615,10.25,0,1131.85,1014.69,0.26175992777764834,0.0,-6.401468404234249,-0.045759633,1.3905722,0.051580407
616,10.266667,0,1130.75,1013.32,0.2601187237811769,0.0,-6.411697580221396,-0.045717946088349386,1.3905064986939848,0.05147104018000717
617,10.283333,0,1128.7,1012.42,0.2520347956270649,0.0,-6.4282563946518305,-0.04567236591161877,1.3904412013059695,0.05133004781989434
618,10.3,0,1126.43,1005.47,0.24922080087659004,0.0,-6.554241280081614,-0.045619200000186995,1.3903774000001425,0.051165074000430404
619,10.316667,0,1125.53,1002.9,0.24488780055205323,0.0,-6.596086840055129,-0.04588690083368603,1.3905816006099752,0.05178123486742391
620,10.333333,0,1123.54,994.32,0.24312701217184904,0.0,-6.782628316203203,-0.04592858516625573,1.3906120993899822,0.05187460613244564
621,10.35,0,1122.71,986.76,0.2428249417771075,0.0,-6.951124970009663,-0.04589792300001071,1.3905882000000085,0.051808182000023205
622,10.366667,0,1120.5,986.46,0.22681874684526138,0.0,-6.935165975254262,-0.04584589483562678,1.390546799004006,0.05169719718813638
