PosX,PosY,PosZ,QuatX,QuatY,QuatZ,QuatW,EulerZ,EulerY,EulerX,TimeSeconds,FOV,LensZoom

0.010262385,1.3791983,0.026659923,-0.06027602,-0.1915123,0.0017430016,0.9796361,-1.216183,-22.051193,352.7212,0.0,1.1423849,1493.8096

0.010457426,1.3787478,0.025922691,-0.05985649,-0.19210322,0.0017979697,0.97954595,-1.2045773,-22.120956,352.77094,0.016666666662786156,1.1423849,1493.8096

0.010482204,1.3786736,0.025664447,-0.059434336,-0.19255392,0.0020208324,0.97948277,-1.1713191,-22.175617,352.82562,0.03333333332557231,1.1423849,1493.8096

0.010443884,1.3786982,0.025546342,-0.05937683,-0.19279501,0.002277143,0.97943825,-1.1409042,-22.205647,352.83765,0.04999999998835847,1.1427417,1493.2239

0.010353732,1.3787436,0.02546315,-0.059427425,-0.19312815,0.002591103,0.97936875,-1.1068417,-22.246702,352.83752,0.06666666668024845,1.1427417,1493.2239

0.010218345,1.3787926,0.025421351,-0.05927134,-0.1935481,0.0029612163,0.9792943,-1.061726,-22.298513,352.8636,0.08333333334303461,1.1427417,1493.2239

0.010061798,1.378835,0.025393352,-0.0592024,-0.19405884,0.003345003,0.9791961,-1.0177579,-22.3609,352.87903,0.10000000000582077,1.1427417,1493.2239

0.010078117,1.3783253,0.024973227,-0.059357736,-0.19445544,0.0035431464,0.9791073,-1.0007471,-22.408413,352.8632,0.11666666666860692,1.1427417,1493.2239

0.009964004,1.378209,0.024860784,-0.0593957,-0.19478159,0.0038148267,0.97903913,-0.9713993,-22.448372,352.86374,0.13333333333139308,1.1427417,1493.2239

0.009812191,1.3782399,0.024861282,-0.059086528,-0.19501239,0.004105525,0.97901076,-0.9305419,-22.477688,352.90747,0.14999999999417923,1.1427417,1493.2239

0.00966347,1.3783312,0.024903892,-0.058635205,-0.1951298,0.004365293,0.9790134,-0.88903826,-22.493666,352.96826,0.1666666666569654,1.1427417,1493.2239

0.0095356,1.3784463,0.024969753,-0.058298394,-0.19520395,0.0045413026,0.97901785,-0.86010885,-22.503868,353.01324,0.18333333331975155,1.1427417,1493.2239

0.00941738,1.3785846,0.025068222,-0.058052603,-0.19523688,0.0046494124,0.9790254,-0.84128934,-22.508688,353.04565,0.20000000001164153,1.1427417,1493.2239

0.011006313,1.3790888,0.023586862,-0.057912398,-0.19522344,0.004635441,0.9790365,-0.83947814,-22.507145,353.06247,0.2166666666744277,1.1427417,1493.2239

0.011478007,1.3793737,0.023187447,-0.057825085,-0.1953085,0.004703441,0.97902435,-0.829785,-22.517622,353.07443,0.23333333333721384,1.1427417,1493.2239

0.011585767,1.3795931,0.023129037,-0.05792216,-0.19536792,0.004761229,0.9790065,-0.8255991,-22.524874,353.06375,0.25,1.1427417,1493.2239

0.01156431,1.3797936,0.023177374,-0.058143515,-0.19536883,0.004793505,0.97899306,-0.82705957,-22.525023,353.03754,0.26666666666278616,1.1427417,1493.2239

0.011479172,1.380006,0.023289803,-0.058236837,-0.19525893,0.0047837035,0.97900945,-0.8296306,-22.512058,353.02637,0.2833333333255723,1.1427417,1493.2239

0.012364879,1.3796065,0.023043562,-0.05813668,-0.19497284,0.004735469,0.9790727,-0.83076024,-22.478441,353.0385,0.29999999998835847,1.1427417,1493.2239

0.012573853,1.3796049,0.023108449,-0.057754114,-0.19477153,0.0047186674,0.97913545,-0.8219326,-22.455173,353.08548,0.31666666668024845,1.1427417,1493.2239

0.01258413,1.3797112,0.023274,-0.057312667,-0.19461441,0.0047288346,0.9791926,-0.80878145,-22.437292,353.1401,0.3333333333430346,1.1427417,1493.2239

0.012533382,1.3798268,0.023482006,-0.05696191,-0.19442767,0.0047377227,0.9792501,-0.79776293,-22.415867,353.18375,0.35000000000582077,1.1427417,1493.2239

0.012457204,1.3799232,0.02371105,-0.056995276,-0.19416115,0.004774872,0.9793008,-0.79196846,-22.38502,353.18158,0.3666666666686069,1.1427417,1493.2239

0.012368679,1.3799949,0.023944482,-0.057180073,-0.19388181,0.004869823,0.97934496,-0.782704,-22.352964,353.16235,0.3833333333313931,1.1427417,1493.2239

0.012285742,1.3800468,0.024174575,-0.057290047,-0.19367148,0.005012563,0.9793795,-0.76637965,-22.329353,353.1532,0.39999999999417923,1.1427417,1493.2239

0.013228543,1.3792924,0.023424765,-0.057611044,-0.19346468,0.0050263987,0.9794014,-0.77077925,-22.305088,353.1152,0.4166666666569654,1.1427417,1493.2239

0.013539421,1.3790641,0.023316158,-0.057979576,-0.19317599,0.0050897365,0.97943634,-0.76964706,-22.271591,353.0729,0.43333333331975155,1.1427417,1493.2239

0.0136659695,1.3790151,0.023418242,-0.058467858,-0.19274092,0.005124827,0.97949284,-0.7736049,-22.220743,353.016,0.45000000001164153,1.1427417,1493.2239

0.013766222,1.3790348,0.023592785,-0.05923965,-0.19222149,0.0050621107,0.9795488,-0.795432,-22.159138,352.92258,0.4666666666744277,1.1427417,1493.2239

0.01386705,1.3790948,0.023822226,-0.059807077,-0.19167824,0.0050104363,0.97962105,-0.810758,-22.095,352.8544,0.48333333333721384,1.1427417,1493.2239

0.013960101,1.3791958,0.024061311,-0.059770044,-0.19136031,0.0050623324,0.9796852,-0.8009937,-22.058367,352.86136,0.5,1.1427417,1493.2239

