frame,time_seconds,hand_index,handedness,score,kp0_x,kp0_y,kp0_z,kp1_x,kp1_y,kp1_z,kp2_x,kp2_y,kp2_z,kp3_x,kp3_y,kp3_z,kp4_x,kp4_y,kp4_z,kp5_x,kp5_y,kp5_z,kp6_x,kp6_y,kp6_z,kp7_x,kp7_y,kp7_z,kp8_x,kp8_y,kp8_z,kp9_x,kp9_y,kp9_z,kp10_x,kp10_y,kp10_z,kp11_x,kp11_y,kp11_z,kp12_x,kp12_y,kp12_z,kp13_x,kp13_y,kp13_z,kp14_x,kp14_y,kp14_z,kp15_x,kp15_y,kp15_z,kp16_x,kp16_y,kp16_z,kp17_x,kp17_y,kp17_z,kp18_x,kp18_y,kp18_z,kp19_x,kp19_y,kp19_z,kp20_x,kp20_y,kp20_z
37,1.2344477911646585,0,Left,0.8086944818496704,0.4421626925468445,0.5345337986946106,5.6494393163575296e-08,0.45284655690193176,0.5240593552589417,-0.0016285186866298318,0.4606837034225464,0.5104019641876221,-0.002429321873933077,0.467843234539032,0.4991925060749054,-0.0036217987071722746,0.4728894531726837,0.49186262488365173,-0.004869568627327681,0.4567602276802063,0.4907234311103821,0.00041659706039354205,0.46144071221351624,0.4763169586658478,-0.000975642295088619,0.4633554220199585,0.4685382843017578,-0.0025391574017703533,0.4647041857242584,0.4612785577774048,-0.003918932285159826,0.45125919580459595,0.4868300259113312,-0.00046562697389163077,0.4538171887397766,0.4684261381626129,-0.0018887898186221719,0.45569083094596863,0.45779839158058167,-0.0033810404129326344,0.45706549286842346,0.44883906841278076,-0.004675257485359907,0.4460521936416626,0.4874996840953827,-0.0018649271223694086,0.44716987013816833,0.4693317115306854,-0.0037611385341733694,0.44867271184921265,0.45841988921165466,-0.005300622899085283,0.4501205086708069,0.449006587266922,-0.006517746485769749,0.44103604555130005,0.4919206202030182,-0.0034937337040901184,0.43887853622436523,0.4790523946285248,-0.005518998485058546,0.4375588893890381,0.4704909026622772,-0.00652291951701045,0.4368726313114166,0.46267473697662354,-0.007254243828356266
38,1.2678112449799197,0,Left,0.9638537764549255,0.44313639402389526,0.5274940133094788,3.651090096923326e-08,0.45103901624679565,0.5186806321144104,-0.0019024387001991272,0.45746472477912903,0.5072625279426575,-0.0029418908525258303,0.46266141533851624,0.49777621030807495,-0.004232998937368393,0.46714526414871216,0.4914054870605469,-0.005594397429376841,0.45445749163627625,0.4894393980503082,-0.001386521733365953,0.4584725797176361,0.47470149397850037,-0.0037231280002743006,0.46075889468193054,0.4661489725112915,-0.005667058750987053,0.462769478559494,0.4588281214237213,-0.007060641422867775,0.44989314675331116,0.4866125285625458,-0.0024102439638227224,0.4520086944103241,0.46887698769569397,-0.004287549760192633,0.4530460834503174,0.45845627784729004,-0.005906925071030855,0.4537085294723511,0.4500892758369446,-0.007151871453970671,0.445359468460083,0.4876624643802643,-0.003836206626147032,0.44640615582466125,0.4709426164627075,-0.0057923258282244205,0.44703903794288635,0.4611496329307556,-0.007082986645400524,0.447817862033844,0.4530605971813202,-0.008099319413304329,0.4408749043941498,0.49214357137680054,-0.00553361140191555,0.4381178915500641,0.48084262013435364,-0.007568063214421272,0.4364902675151825,0.47289738059043884,-0.008379547856748104,0.43525081872940063,0.4656710624694824,-0.00887871254235506
39,1.3011746987951807,0,Left,0.97713702917099,0.4440392255783081,0.5255035758018494,4.722852153804524e-08,0.45131275057792664,0.5184230804443359,-0.002594591584056616,0.45746806263923645,0.5080007314682007,-0.004039999097585678,0.4627508819103241,0.49922385811805725,-0.005507893860340118,0.46717721223831177,0.4929637014865875,-0.007040050346404314,0.4540180563926697,0.49072960019111633,-0.0028778293635696173,0.45797860622406006,0.4764782190322876,-0.005486609879881144,0.46022647619247437,0.46750760078430176,-0.007460920140147209,0.46206745505332947,0.4599767327308655,-0.008823702111840248,0.44947609305381775,0.48799455165863037,-0.0035818100441247225,0.4517599046230316,0.4706832468509674,-0.005732657387852669,0.45298871397972107,0.45999839901924133,-0.007428146433085203,0.453789085149765,0.45131582021713257,-0.008661960251629353,0.4449556767940521,0.4890574812889099,-0.004654320422559977,0.4460509717464447,0.4727703928947449,-0.006882810965180397,0.4467955231666565,0.4629949927330017,-0.00839436985552311,0.4476434886455536,0.454839289188385,-0.009485634043812752,0.44041821360588074,0.493389755487442,-0.005988409277051687,0.43768981099128723,0.48239263892173767,-0.008259330876171589,0.43608877062797546,0.47474873065948486,-0.009219014085829258,0.43500572443008423,0.4677165448665619,-0.00977478176355362
40,1.3345381526104418,0,Left,0.9879046082496643,0.44416344165802,0.5236981511116028,5.4382347514092544e-08,0.451223224401474,0.5175648331642151,-0.003085704753175378,0.4572592079639435,0.5073419213294983,-0.004714000970125198,0.4625248312950134,0.4983676075935364,-0.00619486765936017,0.46696749329566956,0.49207252264022827,-0.007682309951633215,0.45392823219299316,0.4900802969932556,-0.0034785112366080284,0.45775267481803894,0.4758244454860687,-0.006098296493291855,0.45987558364868164,0.4666810631752014,-0.008076938800513744,0.4614775776863098,0.45894601941108704,-0.009476625360548496,0.44923269748687744,0.4873979985713959,-0.003950255457311869,0.4512494206428528,0.4702324867248535,-0.00616880739107728,0.452340692281723,0.4597715139389038,-0.007888239808380604,0.4530336260795593,0.45121946930885315,-0.009108596481382847,0.4445948004722595,0.4884425401687622,-0.004797119181603193,0.4454050660133362,0.4725218117237091,-0.007103172596544027,0.44621390104293823,0.46261951327323914,-0.008685082197189331,0.447122722864151,0.454386830329895,-0.009785887785255909,0.4399711787700653,0.49270573258399963,-0.005931145045906305,0.43726620078086853,0.4821327328681946,-0.008305025286972523,0.4355200231075287,0.47464433312416077,-0.009349522180855274,0.43424102663993835,0.46757444739341736,-0.00993646401911974
41,1.3679016064257028,0,Left,0.989641010761261,0.44428932666778564,0.5227531790733337,5.4887959066718395e-08,0.45122742652893066,0.517081618309021,-0.0032017393968999386,0.4570712149143219,0.5067360997200012,-0.004827253520488739,0.46220651268959045,0.49758756160736084,-0.006259230896830559,0.46661341190338135,0.4913526475429535,-0.007689920254051685,0.45378145575523376,0.48965466022491455,-0.003740341868251562,0.4574749767780304,0.47534579038619995,-0.006425051484256983,0.45962658524513245,0.46610426902770996,-0.008423129096627235,0.4612621068954468,0.45829740166664124,-0.00983784906566143,0.4490744471549988,0.4870375394821167,-0.004172004759311676,0.45090940594673157,0.46983790397644043,-0.006492357235401869,0.4519829750061035,0.45926496386528015,-0.008252764120697975,0.45267513394355774,0.450591504573822,-0.00949211698025465,0.4444729685783386,0.48822394013404846,-0.004974247422069311,0.4451706111431122,0.4724782109260559,-0.007408770266920328,0.44591498374938965,0.4625467360019684,-0.00904843583703041,0.446747362613678,0.45427265763282776,-0.010158693417906761,0.4399142563343048,0.49265047907829285,-0.006063762120902538,0.4371580183506012,0.48205041885375977,-0.00855858065187931,0.4353678822517395,0.474556028842926,-0.00966406799852848,0.4340277314186096,0.46744945645332336,-0.010281943716108799
42,1.4012650602409638,0,Left,0.9891477823257446,0.4444996416568756,0.521883487701416,5.723825324821519e-08,0.45136719942092896,0.5162098407745361,-0.003122527152299881,0.4572506546974182,0.5056449770927429,-0.004700202029198408,0.4623931348323822,0.49653956294059753,-0.006093245465308428,0.46674394607543945,0.4903262257575989,-0.007493147626519203,0.45391231775283813,0.48861250281333923,-0.0036808806471526623,0.4575673043727875,0.47415781021118164,-0.006323419511318207,0.4597958028316498,0.4650559425354004,-0.008294457569718361,0.46153703331947327,0.45738476514816284,-0.009668356738984585,0.4491901397705078,0.48615744709968567,-0.00411842530593276,0.45100337266921997,0.4690658450126648,-0.006334696896374226,0.4521216154098511,0.45853036642074585,-0.008030117489397526,0.4528271555900574,0.449917733669281,-0.009220213629305363,0.44460010528564453,0.48748779296875,-0.0049168118275702,0.44519275426864624,0.4718990921974182,-0.0072131347842514515,0.445771723985672,0.46196120977401733,-0.008754419162869453,0.44651246070861816,0.4537056088447571,-0.009799703024327755,0.44005417823791504,0.49209585785865784,-0.006004013121128082,0.43730929493904114,0.4814422130584717,-0.008383447304368019,0.43551555275917053,0.4740266799926758,-0.009383806958794594,0.43420571088790894,0.4669930934906006,-0.009919814765453339
43,1.434628514056225,0,Left,0.9909213185310364,0.4443526864051819,0.5207269191741943,5.7899789851489913e-08,0.45124682784080505,0.5151955485343933,-0.0031454497948288918,0.457031786441803,0.5046275854110718,-0.004676962736994028,0.4621278941631317,0.49543315172195435,-0.006014984101057053,0.46650877594947815,0.48936164379119873,-0.00734800985082984,0.4537506401538849,0.4876977801322937,-0.0035843155346810818,0.4574391543865204,0.47336605191230774,-0.0061677126213908195,0.45966818928718567,0.46417689323425293,-0.008106271736323833,0.4613744914531708,0.4564364552497864,-0.00947490893304348,0.44900402426719666,0.485128253698349,-0.003986064810305834,0.45085787773132324,0.46812883019447327,-0.006190374959260225,0.45200470089912415,0.45760732889175415,-0.007870646193623543,0.4527440667152405,0.44896185398101807,-0.009051657281816006,0.44436925649642944,0.48635974526405334,-0.004756734240800142,0.44492483139038086,0.47076475620269775,-0.007093658205121756,0.44552376866340637,0.46094614267349243,-0.008632638491690159,0.4462517499923706,0.45275503396987915,-0.009656324982643127,0.4397754371166229,0.4909091591835022,-0.005816703662276268,0.43700742721557617,0.48021769523620605,-0.008256109431385994,0.4352109730243683,0.4727940261363983,-0.009286228567361832,0.43386417627334595,0.46571704745292664,-0.009834613651037216
44,1.467991967871486,0,Left,0.9905357956886292,0.444266676902771,0.5195807218551636,5.7740173531328765e-08,0.45110803842544556,0.5140745639801025,-0.003196637611836195,0.4568876624107361,0.5035261511802673,-0.004775715060532093,0.4619910717010498,0.4943513870239258,-0.0061392406933009624,0.4663882255554199,0.4882144331932068,-0.007503258530050516,0.4535914659500122,0.48661959171295166,-0.003734864527359605,0.45731452107429504,0.4722679555416107,-0.006332249380648136,0.4595448076725006,0.46313953399658203,-0.008273896761238575,0.46127915382385254,0.4554750323295593,-0.009634398855268955,0.448802649974823,0.483993798494339,-0.004105069674551487,0.4505665600299835,0.4669407606124878,-0.006258899345993996,0.451677531003952,0.4565469026565552,-0.007886998355388641,0.452409952878952,0.4481448829174042,-0.00903248880058527,0.44417354464530945,0.4852405786514282,-0.004837517626583576,0.4447583556175232,0.4695286154747009,-0.007105441298335791,0.4453369081020355,0.45970621705055237,-0.008571055717766285,0.4460723400115967,0.4516005218029022,-0.009556414559483528,0.43961450457572937,0.4898546636104584,-0.005863531958311796,0.436833918094635,0.47912338376045227,-0.008259937167167664,0.4350873529911041,0.4717034697532654,-0.009234906174242496,0.4338127374649048,0.4647131562232971,-0.009737202897667885
45,1.501355421686747,0,Left,0.9904669523239136,0.44435790181159973,0.5189361572265625,5.6210591736771676e-08,0.45115718245506287,0.5133240818977356,-0.0032302108593285084,0.45686107873916626,0.5028179287910461,-0.004862806294113398,0.4619051516056061,0.4936285614967346,-0.006280256900936365,0.4662197232246399,0.4873761832714081,-0.007713449653238058,0.45347583293914795,0.48587197065353394,-0.003833003342151642,0.4571455717086792,0.4715930223464966,-0.006510152481496334,0.45937567949295044,0.4625784158706665,-0.008518199436366558,0.4611569941043854,0.45499172806739807,-0.009917850606143475,0.44866234064102173,0.4833533763885498,-0.004201464354991913,0.450332373380661,0.4664561152458191,-0.006415419280529022,0.45138099789619446,0.4562341570854187,-0.008094992488622665,0.45207902789115906,0.44793304800987244,-0.00928653683513403,0.4440630376338959,0.48464465141296387,-0.0049328915774822235,0.4446384310722351,0.4690541923046112,-0.007226152811199427,0.44515395164489746,0.4593578279018402,-0.008707435801625252,0.44579604268074036,0.4513624906539917,-0.009716285392642021,0.4395754337310791,0.4892767667770386,-0.005960949696600437,0.43678390979766846,0.47860509157180786,-0.008337117731571198,0.4350228011608124,0.4712459444999695,-0.009302518330514431,0.4337192177772522,0.4643397331237793,-0.009811398573219776
46,1.534718875502008,0,Left,0.9909666180610657,0.44406574964523315,0.5182390213012695,5.6881983567791394e-08,0.45078951120376587,0.5124637484550476,-0.003193664364516735,0.4563989043235779,0.5023195743560791,-0.004828545730561018,0.46128207445144653,0.493174284696579,-0.006251748651266098,0.46560919284820557,0.4869690537452698,-0.007678143214434385,0.4530027210712433,0.4853152334690094,-0.0036303976085036993,0.45665162801742554,0.47124749422073364,-0.006241630297154188,0.45867297053337097,0.46207815408706665,-0.008213772438466549,0.4601479470729828,0.454497754573822,-0.009578832425177097,0.4481446444988251,0.48277518153190613,-0.003988232929259539,0.4499834477901459,0.46590325236320496,-0.006135938223451376,0.4509177803993225,0.4557952582836151,-0.007774067111313343,0.4514913856983185,0.4478321373462677,-0.00891404040157795,0.4434785544872284,0.48396944999694824,-0.004712566267699003,0.4441252648830414,0.4684867858886719,-0.006915770471096039,0.44461482763290405,0.4587348997592926,-0.008353025652468204,0.4452369511127472,0.4508509039878845,-0.009333246387541294,0.4388895034790039,0.48847582936286926,-0.005730516277253628,0.43622887134552,0.47804245352745056,-0.007991149090230465,0.43456390500068665,0.47074252367019653,-0.008880279026925564,0.4333503544330597,0.46390265226364136,-0.009333726949989796
47,1.568082329317269,0,Left,0.9914923310279846,0.44360190629959106,0.5180140137672424,5.6873929565881554e-08,0.45033276081085205,0.5121245384216309,-0.003206871449947357,0.4558689296245575,0.5017861127853394,-0.004778052214533091,0.46068400144577026,0.4924464523792267,-0.006142341531813145,0.464863657951355,0.48607152700424194,-0.007496977690607309,0.45199909806251526,0.48501983284950256,-0.0034427745267748833,0.45558151602745056,0.4709720015525818,-0.006070773117244244,0.45761486887931824,0.4617478847503662,-0.00806141085922718,0.45906752347946167,0.45417600870132446,-0.00942760519683361,0.44714242219924927,0.4826108515262604,-0.00379714323207736,0.4487544000148773,0.4655967950820923,-0.0059967366978526115,0.4495314359664917,0.45538514852523804,-0.007678575813770294,0.449966698884964,0.4473339021205902,-0.008821768686175346,0.44255444407463074,0.48391079902648926,-0.004534657578915358,0.4430791735649109,0.4683324992656708,-0.006823905277997255,0.4435169994831085,0.45851874351501465,-0.0082823121920228,0.4440836012363434,0.4505062401294708,-0.009241524152457714,0.43809184432029724,0.48850157856941223,-0.005565219093114138,0.43540799617767334,0.4781900942325592,-0.007871674373745918,0.43370988965034485,0.4709714949131012,-0.008749859407544136,0.43244126439094543,0.4642007350921631,-0.009176341816782951
48,1.6014457831325302,0,Left,0.9906790256500244,0.44294801354408264,0.5175577998161316,5.863421037588523e-08,0.4497572183609009,0.5113931894302368,-0.003307199105620384,0.4552096426486969,0.5008726119995117,-0.004958559293299913,0.4598143398761749,0.49110159277915955,-0.00636089313775301,0.4637160897254944,0.48412272334098816,-0.007736709900200367,0.45127609372138977,0.48428502678871155,-0.003726998809725046,0.45472878217697144,0.4697566628456116,-0.006432512309402227,0.4565719664096832,0.46019214391708374,-0.00840065535157919,0.4578303098678589,0.45241522789001465,-0.009734787046909332,0.4462648034095764,0.4820348918437958,-0.0040223365649580956,0.44764184951782227,0.464951753616333,-0.006317645311355591,0.44830408692359924,0.4545910358428955,-0.007984887808561325,0.44867098331451416,0.4464608430862427,-0.00908743217587471,0.4415804147720337,0.48355573415756226,-0.0046945675276219845,0.4417458474636078,0.4680533707141876,-0.007034333422780037,0.4420812726020813,0.4580729901790619,-0.008455557748675346,0.44265198707580566,0.4497857391834259,-0.009374791756272316,0.43714845180511475,0.48842164874076843,-0.0056652771309018135,0.4343806803226471,0.47828561067581177,-0.0080179488286376,0.4327162206172943,0.4711032807826996,-0.008910288102924824,0.4315568208694458,0.46423032879829407,-0.009328166954219341
